,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
8038,A-3825387,Bing,,2,2019-10-30 15:35:00,2019-10-30 17:07:41,37.74392,-122.40563,37.74392,-122.40563,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-30 15:56:00,68.0,68.0,18.0,30.13,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,92
8052,A-3828446,Bing,,2,2019-11-01 16:17:00,2019-11-01 16:50:45,37.791867,-122.469653,37.791867,-122.469653,0.0,At General Douglas MacArthur Tunl - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-11-01 15:56:00,67.0,67.0,24.0,30.09,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,33
8053,A-3828496,Bing,,2,2019-11-01 17:43:00,2019-11-01 18:17:45,37.732175,-122.43073400000002,37.732175,-122.43073400000002,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-01 17:56:00,67.0,67.0,28.0,30.07,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,34
8054,A-3828497,Bing,,2,2019-11-01 17:48:00,2019-11-01 18:31:29,37.73217,-122.43073,37.73217,-122.43063,0.005,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-01 17:56:00,67.0,67.0,28.0,30.07,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,43
8055,A-3828526,Bing,,2,2019-11-01 18:50:00,2019-11-01 22:01:40,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-01 18:56:00,64.0,64.0,31.0,30.08,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18,191
8056,A-3828528,Bing,,2,2019-11-01 18:50:30,2019-11-01 19:22:19,37.74029,-122.40785,37.74041,-122.40782,0.008,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-01 18:56:00,64.0,64.0,31.0,30.08,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18,31
8061,A-3829725,Bing,,2,2019-11-02 10:32:00,2019-11-02 11:05:48,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-02 10:56:00,61.0,61.0,60.0,30.14,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,33
8074,A-3830698,Bing,,2,2019-11-03 18:24:00,2019-11-03 19:37:46,37.731355,-122.423836,37.731355,-122.423836,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-03 17:56:00,66.0,66.0,33.0,29.93,10.0,W,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,73
8075,A-3831634,Bing,,2,2019-11-03 23:28:00,2019-11-04 00:24:47,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-03 23:56:00,54.0,54.0,83.0,29.96,10.0,W,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23,56
8081,A-3831895,Bing,,2,2019-11-04 18:02:00,2019-11-04 18:54:48,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-04 17:56:00,55.0,55.0,74.0,29.96,10.0,WNW,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18,52
8083,A-3831944,Bing,,2,2019-11-04 20:32:00,2019-11-04 21:25:47,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-11-04 20:53:00,53.0,53.0,83.0,30.0,9.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,53
8087,A-3833362,Bing,,2,2019-11-05 14:49:00,2019-11-05 16:23:44,37.74029,-122.40785,37.74041,-122.40782,0.008,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-05 14:56:00,64.0,64.0,56.0,29.98,10.0,WNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,94
8095,A-3835068,Bing,,2,2019-11-06 16:33:00,2019-11-06 17:07:17,37.74392,-122.40563,37.74392,-122.40563,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-06 16:56:00,53.0,53.0,83.0,29.97,10.0,WNW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,34
8097,A-3835117,Bing,,2,2019-11-06 18:14:00,2019-11-06 19:39:18,37.726304,-122.446015,37.726304,-122.446015,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-06 17:56:00,55.0,55.0,77.0,29.99,10.0,WNW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,85
8098,A-3835121,Bing,,2,2019-11-06 18:15:30,2019-11-06 19:07:47,37.7263,-122.44602,37.7263,-122.44602,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-06 17:56:00,55.0,55.0,77.0,29.99,10.0,WNW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,52
8106,A-3837809,Bing,,2,2019-11-08 08:34:00,2019-11-08 09:47:45,37.732175,-122.43073400000002,37.732175,-122.43073400000002,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-08 08:56:00,53.0,53.0,89.0,30.2,1.0,SSE,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,73
8107,A-3837812,Bing,,2,2019-11-08 08:34:00,2019-11-08 09:08:48,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-08 08:56:00,53.0,53.0,89.0,30.2,1.0,SSE,5.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,34
8111,A-3837857,Bing,,3,2019-11-08 13:09:40,2019-11-08 13:38:23,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-11-08 13:10:00,61.0,61.0,64.0,30.15,5.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,28
8115,A-3838012,Bing,,2,2019-11-08 18:27:00,2019-11-08 19:26:48,37.769668,-122.416133,37.769668,-122.416133,0.0,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-11-08 18:56:00,53.0,53.0,86.0,30.16,4.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,59
8122,A-3840203,Bing,,2,2019-11-10 05:57:00,2019-11-10 07:57:45,37.769581,-122.416885,37.769581,-122.416885,0.0,At Folsom St - Accident.,197.0, 13th St,R,San Francisco,San Francisco,CA,94103-3719,US,US/Pacific,KSFO,2019-11-10 05:56:00,50.0,50.0,89.0,30.07,4.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5,120
8125,A-3840321,Bing,,2,2019-11-10 19:10:00,2019-11-10 20:01:46,37.769668,-122.416133,37.769668,-122.416133,0.0,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-11-10 18:56:00,52.0,52.0,83.0,30.0,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,51
8132,A-3842447,Bing,,2,2019-11-12 11:42:00,2019-11-12 12:34:46,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-12 11:56:00,64.0,64.0,67.0,30.05,10.0,NNE,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,52
8133,A-3842484,Bing,,2,2019-11-12 15:37:00,2019-11-12 16:50:45,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-11-12 15:53:00,72.0,72.0,43.0,29.99,10.0,NW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,73
8134,A-3842598,Bing,,2,2019-11-12 18:47:30,2019-11-12 19:20:18,37.73229,-122.41491,37.73229,-122.41491,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-11-12 18:56:00,59.0,59.0,62.0,29.98,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,18,32
8139,A-3844108,Bing,,2,2019-11-13 14:09:00,2019-11-13 14:46:47,37.767668,-122.395851,37.767668,-122.395851,0.0,At 6th St - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-11-13 13:53:00,61.0,61.0,70.0,29.95,9.0,WNW,10.0,0.0,Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,14,37
8164,A-3852053,Bing,,2,2019-09-17 09:05:00,2019-09-17 09:57:41,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-17 08:56:00,65.0,65.0,65.0,30.04,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,52
8169,A-3852246,Bing,,2,2019-09-17 20:30:00,2019-09-17 22:20:42,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-17 20:56:00,64.0,64.0,80.0,29.98,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,20,110
8175,A-3853650,Bing,,2,2019-09-19 15:01:30,2019-09-19 15:33:48,37.761823,-122.405865,37.761823,-122.405865,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-19 14:53:00,74.0,74.0,46.0,29.92,10.0,W,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,32
8176,A-3853658,Bing,,2,2019-09-19 15:01:00,2019-09-19 15:53:17,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-19 14:53:00,74.0,74.0,46.0,29.92,10.0,W,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,52
8177,A-3853687,Bing,,2,2019-09-19 16:24:30,2019-09-19 16:57:49,37.743917,-122.405635,37.743917,-122.405635,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-19 15:56:00,72.0,72.0,48.0,29.91,10.0,W,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,33
8202,A-3858278,Bing,,2,2019-09-23 12:15:00,2019-09-23 13:27:34,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-23 11:56:00,68.0,68.0,73.0,29.97,10.0,ENE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,72
8203,A-3858286,Bing,,2,2019-09-23 12:32:00,2019-09-23 13:14:06,37.732288,-122.414908,37.732288,-122.414908,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-23 12:56:00,73.0,73.0,64.0,29.96,10.0,NE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,42
8204,A-3858300,Bing,,2,2019-09-23 14:10:00,2019-09-23 14:42:37,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-23 13:56:00,82.0,82.0,41.0,29.94,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,32
8205,A-3858301,Bing,,2,2019-09-23 14:11:00,2019-09-23 14:43:07,37.743917,-122.405635,37.743917,-122.405635,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-23 13:56:00,82.0,82.0,41.0,29.94,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,32
8206,A-3859492,Bing,,2,2019-09-24 07:28:00,2019-09-24 08:40:04,37.769302,-122.410764,37.769302,-122.410764,0.0,At I-80/James Lick Skwy - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-24 07:56:00,67.0,67.0,63.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,7,72
8207,A-3859521,Bing,,2,2019-09-24 07:30:00,2019-09-24 09:00:33,37.769291,-122.410764,37.769291,-122.410764,0.0,At I-80/James Lick Skwy - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-24 07:56:00,67.0,67.0,63.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,7,90
8209,A-3859601,Bing,,2,2019-09-24 14:37:00,2019-09-24 15:09:13,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-24 14:56:00,89.0,89.0,26.0,29.89,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,32
8219,A-3860858,Bing,,2,2019-09-25 06:46:00,2019-09-25 07:40:44,37.727319,-122.402749,37.727319,-122.402749,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-09-25 06:56:00,70.0,70.0,42.0,29.78,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,6,54
8220,A-3860867,Bing,,2,2019-09-25 07:07:00,2019-09-25 08:20:12,37.727328,-122.402755,37.727328,-122.402755,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-09-25 06:56:00,70.0,70.0,42.0,29.78,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,73
8223,A-3861054,Bing,,2,2019-09-25 18:07:00,2019-09-25 19:19:43,37.756806,-122.403612,37.756806,-122.403612,0.0,At Army St/Potrero Ave - Accident.,,Footbridge,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-25 17:53:00,86.0,86.0,40.0,29.7,10.0,NW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,72
8224,A-3861075,Bing,,2,2019-09-25 18:08:00,2019-09-25 19:39:41,37.756828000000006,-122.40358,37.756828000000006,-122.40358,0.0,At Army St/Potrero Ave - Accident.,,Footbridge,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-25 17:53:00,86.0,86.0,40.0,29.7,10.0,NW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,91
8227,A-3862128,Bing,,2,2019-09-26 08:29:00,2019-09-26 09:40:43,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-26 08:24:00,70.0,70.0,63.0,29.87,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,71
8229,A-3862309,Bing,,2,2019-09-26 17:49:30,2019-09-26 18:22:45,37.732288,-122.414908,37.732288,-122.414908,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-26 17:56:00,73.0,73.0,59.0,29.86,10.0,S,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,33
8230,A-3862313,Bing,,2,2019-09-26 17:53:00,2019-09-26 18:27:45,37.726304,-122.446015,37.726304,-122.446015,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-09-26 17:56:00,73.0,73.0,59.0,29.86,10.0,S,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,34
8231,A-3862321,Bing,,2,2019-09-26 17:49:30,2019-09-26 18:42:45,37.732288,-122.414908,37.732288,-122.414908,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-26 17:56:00,73.0,73.0,59.0,29.86,10.0,S,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,53
8234,A-3862333,Bing,,2,2019-09-26 17:48:00,2019-09-26 19:21:45,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-26 17:56:00,73.0,73.0,59.0,29.86,10.0,S,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,93
8235,A-3862350,Bing,,2,2019-09-26 20:34:00,2019-09-26 21:06:45,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-26 20:53:00,68.0,68.0,73.0,29.93,10.0,WNW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,32
8251,A-3865519,Bing,,2,2019-09-29 15:18:00,2019-09-29 15:51:03,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-29 14:53:00,68.0,68.0,50.0,29.92,10.0,W,18.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,33
8265,A-3867280,Bing,,2,2019-09-01 17:41:00,2019-09-01 18:13:32,37.791867,-122.469653,37.791867,-122.469653,0.0,At General Douglas MacArthur Tunl - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-09-01 17:56:00,72.0,72.0,61.0,29.87,10.0,W,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,32
8268,A-3868054,Bing,,2,2019-09-02 09:32:00,2019-09-02 10:28:32,37.769668,-122.416133,37.769668,-122.416133,0.0,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-09-02 09:56:00,66.0,66.0,73.0,29.96,10.0,WNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,56
8273,A-3868120,Bing,,2,2019-09-02 14:46:00,2019-09-02 15:57:30,37.73005,-122.4397,37.72994,-122.439977,0.017,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-09-02 14:56:00,70.0,70.0,61.0,29.96,10.0,W,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,71
8275,A-3868129,Bing,,3,2019-09-02 16:31:01,2019-09-02 16:59:24,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave/Exit 52 - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-09-02 16:44:00,67.0,67.0,70.0,29.95,10.0,W,20.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,28
8280,A-3869288,Bing,,2,2019-09-03 18:01:00,2019-09-03 18:32:33,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-03 17:56:00,68.0,68.0,65.0,29.91,10.0,W,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,31
8281,A-3869321,Bing,,2,2019-09-03 19:58:45,2019-09-03 20:26:04,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-09-03 19:53:00,64.0,64.0,78.0,29.91,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,19,27
8289,A-3871722,Bing,,2,2019-09-04 22:04:00,2019-09-04 22:36:32,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-09-04 21:56:00,61.0,61.0,87.0,29.9,10.0,W,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,32
8290,A-3873002,Bing,,2,2019-09-06 07:00:10,2019-09-06 07:29:37,37.75621,-122.39244,37.75086,-122.39194,0.371,At 25th St - Accident. Lane blocked.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-09-06 06:53:00,61.0,61.0,83.0,30.06,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,29
8292,A-3873146,Bing,,2,2019-09-06 16:03:00,2019-09-06 17:35:15,37.791867,-122.469653,37.791867,-122.469653,0.0,At General Douglas MacArthur Tunl - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-09-06 15:56:00,69.0,69.0,63.0,30.07,10.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,92
